proposal_id,family,description,parameter_json,mult,window,status,net,pf,dd_pct,monthly_pct,trades,final_balance,balance_source,blown,deals,elapsed,run_id,pb_uj_net,pb_uj_n,pb_gj_net,pb_gj_n,rsi_uj_net,rsi_uj_n,rsi_eu_net,rsi_eu_n,rsi_gu_net,rsi_gu_n,pair_net,pair_n,carry_net,carry_n,sca_uj_net,sca_uj_n,sca_gj_net,sca_gj_n
T033,H,マスク=7 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=3,"{""FxRiskMask"":7,""FxRiskPct"":0.5,""FxRiskRefCap"":0,""GlobalLotMult"":3,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":0,""RefCap_PB_GBPJPY"":0,""RefCap_PB_USDJPY"":0}",3,OOS,OK,3502863.0,1.3528,58.6053,12.7377,1375,4002863.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_oos_T033_20260914194533_38fd_deals.csv,234.5,ft_oos_T033_20260914194533_38fd,233498,18,1657357,15,52547,87,-57255,269,557303,62,5889,30,-480314,7,-6673,266,126657,621
T034,H,マスク=7 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,"{""FxRiskMask"":7,""FxRiskPct"":1.0,""FxRiskRefCap"":0,""GlobalLotMult"":1,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":0,""RefCap_PB_GBPJPY"":0,""RefCap_PB_USDJPY"":0}",1,FULL,OK,15687537.0,1.669,40.0385,27.2827,2969,16187537.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_full_T034_20260914194928_ab45_deals.csv,615.3,ft_full_T034_20260914194928_ab45,1244031,77,2711741,28,1494084,195,1126060,544,1239621,127,15093,86,782433,13,16339,594,115992,1305
T034,H,マスク=7 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,"{""FxRiskMask"":7,""FxRiskPct"":1.0,""FxRiskRefCap"":0,""GlobalLotMult"":1,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":0,""RefCap_PB_GBPJPY"":0,""RefCap_PB_USDJPY"":0}",1,OOS,OK,1132932.0,1.3005,30.5937,4.1198,1375,1632932.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_oos_T034_20260914195943_06a6_deals.csv,229.5,ft_oos_T034_20260914195943_06a6,8528,18,395117,15,87756,87,-14607,269,241009,62,1996,30,-139846,7,-2224,266,42219,621
T035,H,マスク=7 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,"{""FxRiskMask"":7,""FxRiskPct"":1.0,""FxRiskRefCap"":0,""GlobalLotMult"":2,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":0,""RefCap_PB_GBPJPY"":0,""RefCap_PB_USDJPY"":0}",2,FULL,OK,171886034.0,1.75,70.1381,298.9322,2969,172386034.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_full_T035_20260914200333_072b_deals.csv,605.4,ft_full_T035_20260914200333_072b,10645079,77,28281196,28,22225868,195,9440090,544,14022778,127,30111,86,-676859,13,32678,594,231984,1305
T035,H,マスク=7 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,"{""FxRiskMask"":7,""FxRiskPct"":1.0,""FxRiskRefCap"":0,""GlobalLotMult"":2,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":0,""RefCap_PB_GBPJPY"":0,""RefCap_PB_USDJPY"":0}",2,OOS,OK,3501259.0,1.2694,56.8145,12.7319,1375,4001259.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_oos_T035_20260914201338_84cd_deals.csv,234.5,ft_oos_T035_20260914201338_84cd,135831,18,1546045,15,157583,87,-344521,269,804206,62,3919,30,-562165,7,-4448,266,84438,621
T036,H,マスク=7 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=3,"{""FxRiskMask"":7,""FxRiskPct"":1.0,""FxRiskRefCap"":0,""GlobalLotMult"":3,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":0,""RefCap_PB_GBPJPY"":0,""RefCap_PB_USDJPY"":0}",3,FULL,OK,271741303.0,1.6429,89.5129,472.5936,2969,272241303.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_full_T036_20260914201732_e8d1_deals.csv,610.4,ft_full_T036_20260914201732_e8d1,28432743,77,52301412,28,32669405,195,30327187,544,38171796,127,45211,86,1743493,13,49016,594,347976,1305
T036,H,マスク=7 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=3,"{""FxRiskMask"":7,""FxRiskPct"":1.0,""FxRiskRefCap"":0,""GlobalLotMult"":3,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":0,""RefCap_PB_GBPJPY"":0,""RefCap_PB_USDJPY"":0}",3,OOS,OK,6431197.0,1.2252,85.3875,23.3862,1375,6931197.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_oos_T036_20260914202743_1166_deals.csv,234.5,ft_oos_T036_20260914202743_1166,372191,18,3247592,15,147621,87,-1164146,269,1757614,62,5889,30,-1250863,7,-6673,266,126657,621
T004,B,マスク=8 / risk%=1 / FxRiskRefCap=250000 / RefCap=250000 / 倍率=1,"{""FxRiskMask"":8,""FxRiskPct"":1.0,""FxRiskRefCap"":250000,""GlobalLotMult"":1,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":250000,""RefCap_PB_GBPJPY"":250000,""RefCap_PB_USDJPY"":250000}",1,FULL,OK,879082.0,1.4542,13.8395,1.5288,2969,1379082.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_full_T004_20260914203137_2922_deals.csv,610.4,ft_full_T004_20260914203137_2922,102468,77,183565,28,15310,195,11835,544,29715,127,15093,86,211209,13,-16315,594,115992,1305
T004,B,マスク=8 / risk%=1 / FxRiskRefCap=250000 / RefCap=250000 / 倍率=1,"{""FxRiskMask"":8,""FxRiskPct"":1.0,""FxRiskRefCap"":250000,""GlobalLotMult"":1,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":250000,""RefCap_PB_GBPJPY"":250000,""RefCap_PB_USDJPY"":250000}",1,OOS,OK,214084.0,1.2507,13.8395,0.7785,1375,714084.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_oos_T004_20260914204148_c33e_deals.csv,234.4,ft_oos_T004_20260914204148_c33e,-4306,18,75800,15,7870,87,3805,269,16984,62,1996,30,-24938,7,-34861,266,42219,621
T005,B,マスク=8 / risk%=2 / FxRiskRefCap=250000 / RefCap=250000 / 倍率=1,"{""FxRiskMask"":8,""FxRiskPct"":2.0,""FxRiskRefCap"":250000,""GlobalLotMult"":1,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":250000,""RefCap_PB_GBPJPY"":250000,""RefCap_PB_USDJPY"":250000}",1,FULL,OK,864012.0,1.3458,19.7049,1.5026,2969,1364012.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_full_T005_20260914204542_d960_deals.csv,605.3,ft_full_T005_20260914204542_d960,102468,77,183565,28,15310,195,11835,544,29715,127,15093,86,211209,13,-31385,594,115992,1305
T005,B,マスク=8 / risk%=2 / FxRiskRefCap=250000 / RefCap=250000 / 倍率=1,"{""FxRiskMask"":8,""FxRiskPct"":2.0,""FxRiskRefCap"":250000,""GlobalLotMult"":1,""Mult_BFXREV"":1.0,""Mult_BTC_FUND"":1.0,""Mult_CARRY"":1.0,""Mult_ETH"":1.0,""Mult_PAIR"":1.0,""Mult_PB_GBPJPY"":1.0,""Mult_PB_GOLD"":1.0,""Mult_PB_USDJPY"":1.0,""Mult_RSI_EURUSD"":1.0,""Mult_RSI_GBPUSD"":1.0,""Mult_RSI_USDJPY"":1.0,""Mult_SCA_GBPJPY"":1.0,""Mult_SCA_GOLD"":1.0,""Mult_SCA_USDJPY"":1.0,""Mult_VBO"":1.0,""RefCap_CARRY"":250000,""RefCap_PB_GBPJPY"":250000,""RefCap_PB_USDJPY"":250000}",1,OOS,OK,177357.0,1.1586,19.7049,0.6449,1375,677357.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\fxrisk3\run_deals\ft_oos_T005_20260914205547_940c_deals.csv,234.7,ft_oos_T005_20260914205547_940c,-4306,18,75800,15,7870,87,3805,269,16984,62,1996,30,-24938,7,-71588,266,42219,621
